name,task,elapsedTime,taskStatus,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,distance,key
Leonard,task1,440.9242,,-0.1963929,1.625771,1.29919,0.0143221,1.027386,1.357555,-0.07356867,1.480234,1.135021,0,
Leonard,task1,441.9402,,-0.07793866,1.622005,1.381129,0.1588207,1.041099,1.323466,-0.07923031,1.47906,1.197052,0,
Leonard,task1,442.9565,,0.02072774,1.636485,1.424869,0.2008214,1.039173,1.266221,-0.06927651,1.48688,1.23666,0,
Leonard,task1,443.9833,,0.05358357,1.639144,1.398566,0.1954672,1.026875,1.232271,-0.06577474,1.488838,1.233585,0,
Leonard,task1,445.0006,,0.09242853,1.635615,1.393081,0.190014,1.010055,1.231771,-0.07875073,1.478081,1.232045,0,
Leonard,task1,446.0168,,-0.06671168,1.632768,1.400835,0.2500966,1.050632,1.319626,-0.08147484,1.475355,1.202796,0,
Leonard,task1,447.0336,,-0.1967558,1.604304,1.17099,0.1204066,1.053684,1.457844,-0.05938128,1.453471,1.130687,0,
Leonard,task1,448.0476,,-0.07213409,1.605035,1.006376,-0.04527813,1.050227,1.376764,0.04871118,1.463706,1.09791,0,
Leonard,task1,449.0789,,-0.01163851,1.617324,0.9499569,-0.04401684,0.9949232,1.226086,0.06659961,1.478183,1.087649,0,
Leonard,task1,450.0946,,-0.01034957,1.615933,0.9706181,-0.04291344,0.9904329,1.231105,0.06491947,1.469099,1.091785,0,
Leonard,task1,451.1111,,-0.07239241,1.627915,0.9592373,-0.04012001,1.003501,1.23188,0.05222112,1.470399,1.089186,0,
Leonard,task1,452.1278,,-0.04804526,1.625165,0.9576858,-0.0337711,1.003081,1.233403,0.0611915,1.469929,1.097511,0,
Leonard,task1,453.1436,,-0.03568137,1.624856,0.9594973,-0.03072506,1.002888,1.23314,0.05910736,1.473735,1.099063,0,
Leonard,task1,454.2101,,0.02551376,1.605595,0.9458663,-0.05281168,0.9977882,1.229159,0.1530522,1.449189,1.049217,0,
Leonard,task1,455.2207,,0.03130573,1.606552,0.9463531,-0.05833048,1.017389,1.25133,0.08867466,1.45224,1.107197,0,
Leonard,task1,456.2385,,0.004107747,1.610257,0.9436358,-0.0623014,1.011817,1.250428,0.09289682,1.45077,1.103635,0,
Leonard,task1,457.2556,,0.009629913,1.615278,0.9496149,-0.03294957,0.9910727,1.218896,0.1195559,1.442917,1.051734,0,
Leonard,task1,458.2843,,-0.002165803,1.615823,0.9257928,-0.0312686,0.9558667,1.125543,0.1648478,1.320901,1.013647,0,
Leonard,task1,459.2977,,-0.2328446,1.641679,0.900087,-0.2108735,0.9624771,1.11711,0.02494961,1.480401,1.085374,0,
Leonard,task1,460.3312,,-0.2839543,1.642351,0.8201825,-0.2464402,0.9451548,1.014281,-0.1020403,1.315178,0.9907511,0,
Leonard,task1,461.3539,,-0.1585319,1.634719,0.7371026,-0.2296514,0.9488488,0.9424024,0.0003538728,1.249896,0.8812597,0,
Leonard,task1,462.3687,,-0.1917372,1.630745,0.7553804,-0.1461705,0.9287852,0.922843,0.0302313,1.305679,0.8673702,0,
Leonard,task1,463.3846,,-0.1882212,1.644134,0.8865411,-0.2051307,0.9424788,1.108539,0.01224005,1.460638,1.03833,0,
Leonard,task1,464.4018,,-0.1060136,1.638252,0.9072111,-0.1069528,0.9753669,1.185882,0.01720715,1.51603,1.0976,0,
Leonard,task1,465.4179,,-0.100995,1.634054,0.9068253,-0.1059147,0.9743984,1.194852,0.006489217,1.521638,1.101059,0,
Leonard,task1,466.4346,,-0.07865725,1.640794,0.9109755,-0.1095039,0.9681532,1.185368,0.02585196,1.509729,1.076557,0,
Leonard,task1,467.4504,,0.1691589,1.647709,1.066232,-0.04667658,0.9592518,1.21675,0.1144311,1.480989,1.123446,0,
Leonard,task1,468.4669,,0.05813088,1.662391,0.973239,-0.07909352,0.9741898,1.199482,0.1545714,1.472202,1.097118,0,
Leonard,task1,469.4838,,-0.2238435,1.66235,0.8765581,-0.2194706,0.9245987,1.024495,0.03260767,1.192827,0.9483845,0,
Leonard,task1,470.4994,,-0.1007121,1.664671,0.6132482,-0.2185939,0.9348165,0.7832306,0.04948694,1.20503,0.7543758,0,
Leonard,task1,471.5157,,-0.3545121,1.67112,0.5519372,-0.4464313,0.9583076,0.7598657,-0.2015496,1.156522,0.735866,0,
Leonard,task1,472.5322,,-0.4202715,1.668159,0.5463489,-0.7379225,0.6949335,0.5922632,-0.3395852,1.158957,0.7493013,0,
Leonard,task1,473.5489,,-0.3316219,1.663725,0.5650095,-0.6119761,0.7177488,0.6613947,-0.04321116,0.7149473,0.564422,0,
Leonard,task1,474.5661,,-0.3915842,1.660153,0.5612986,-0.5854398,0.6989,0.5882086,-0.1647726,0.7283607,0.60847,0,
Leonard,task1,475.576,,-0.4256777,1.634001,0.5889559,-0.6299034,0.6881388,0.5897422,-0.2160895,0.7366511,0.6040826,0,
Leonard,task1,476.5902,,-0.2258668,1.624221,0.7261378,-0.4912772,0.7369884,0.8432398,-0.1410643,0.7446262,0.7450578,0,
Leonard,task1,477.6047,,-0.336302,1.656847,0.8463552,-0.4350798,0.7249941,1.030395,-0.01733166,1.525367,1.123654,0,
Leonard,task1,478.6224,,-0.3382824,1.645082,0.7955624,-0.2944961,0.7442799,1.006237,-0.2030791,0.7465151,0.6486605,0,
Leonard,task1,479.6385,,-0.2937472,1.651676,0.7402637,-0.3859232,0.7160934,0.9290854,-0.2104297,0.7040166,0.5288447,0,
Leonard,task1,480.6557,,-0.4542813,1.630907,0.6966887,-0.5381997,0.6885701,0.8404226,-0.3554525,0.7069144,0.4913434,0,
Leonard,task1,481.6821,,-0.597922,1.634016,0.6709996,-0.7415485,0.6655552,0.8234275,-0.4060593,0.7107782,0.5675083,0,
Leonard,task1,482.6946,,-0.5788692,1.62916,0.6637265,-0.6980987,0.6489493,0.8367448,-0.4227847,0.7056329,0.5570878,0,
Leonard,task1,483.7136,,-0.5968531,1.633736,0.6365475,-0.7085779,0.6536464,0.8173651,-0.4766445,0.704745,0.5403262,0,
Leonard,task1,484.7302,,-0.5981023,1.636046,0.6052408,-0.7048109,0.6458325,0.799157,-0.4659455,0.7104903,0.5388091,0,
Leonard,task1,485.7461,,-0.5903993,1.634177,0.5944257,-0.7052416,0.6475764,0.8046282,-0.4741513,0.7003743,0.5286664,0,
Leonard,task1,486.7672,,-0.6516292,1.638658,0.7042522,-0.7193848,0.6485409,0.8179379,-0.4677202,0.6980439,0.5686272,0,
Leonard,task1,487.7819,,-0.6048248,1.636636,0.6529548,-0.701188,0.6468229,0.8278182,-0.4533632,0.7153336,0.5945036,0,
Leonard,task1,488.8005,,-0.610056,1.63331,0.6420295,-0.7133052,0.646578,0.8083393,-0.4684487,0.7004083,0.5505313,0,
Leonard,task1,489.8153,,-0.6012776,1.633395,0.6425211,-0.7102362,0.6465134,0.8056201,-0.4572855,0.6998402,0.5446572,0,
Leonard,task1,490.839,,-0.6137999,1.631974,0.6367033,-0.7197728,0.6466471,0.7961686,-0.4672167,0.7039801,0.5435411,0,
Leonard,task1,491.8584,,-0.6258318,1.63342,0.6448873,-0.7224075,0.6475446,0.8028391,-0.4397486,0.7067941,0.5533695,0,
Leonard,task1,492.8792,,-0.6145508,1.631579,0.6364166,-0.7194471,0.6463513,0.7964883,-0.4734796,0.6957086,0.5406565,0,
Leonard,task1,493.8934,,-0.6180013,1.631815,0.6162053,-0.7185482,0.6488146,0.7922439,-0.469942,0.6973928,0.5305911,0,
Leonard,task1,494.9098,,-0.618072,1.632452,0.6001294,-0.7192715,0.6517532,0.7919331,-0.4741608,0.6966202,0.5451245,0,
Leonard,task1,495.9355,,-0.578314,1.636568,0.6376046,-0.6666415,0.6540698,0.784833,-0.4463298,0.7005348,0.5041113,0,
Leonard,task1,496.9509,,-0.214136,1.643788,0.5431827,-0.3147698,0.7380135,0.7644082,-0.1256565,0.7011099,0.4141133,0,
Leonard,task1,497.9702,,-0.1339336,1.596483,0.5492017,-0.3310749,0.7364821,0.8044485,-0.1010799,0.6705256,0.476989,0,
Leonard,task1,498.9831,,0.004193077,1.509701,0.5562609,-0.3467733,0.7360194,0.7599178,-0.09533715,0.6294346,0.4501336,0,
Leonard,task1,500.0036,,-0.1091412,1.613423,0.6342167,-0.3310006,0.7387309,0.7914961,-0.05859485,0.6384182,0.4876239,0,
Leonard,task1,501.023,,-0.1979779,1.620007,0.5739955,-0.2279757,0.6976863,0.7747391,-0.02239883,0.6811745,0.3973132,0,
Leonard,task1,502.0504,,-0.1279669,1.595439,0.471618,-0.3041025,0.7125054,0.7646282,0.1247789,1.078974,0.5294947,0,
Leonard,task1,503.0817,,-0.1414676,1.602738,0.4996328,-0.2666789,0.7245942,0.777366,0.04603362,1.329429,0.5258244,0,
Leonard,task1,504.0982,,-0.2000928,1.608691,0.5697051,-0.2809596,0.6858037,0.7740437,0.04376686,1.347548,0.5335434,0,
Leonard,task1,505.1184,,-0.211866,1.573656,0.691005,-0.3525421,0.6324369,0.7777202,-0.05502653,0.7841199,0.3286073,0,
Leonard,task1,506.1343,,-0.2228103,1.589593,0.7304425,-0.3488291,0.6674064,0.8814561,-0.1383075,0.7640999,0.4907183,0,
Leonard,task1,507.1706,,-0.2455244,1.598686,0.6792871,-0.3640791,0.6689717,0.8297924,-0.1025174,0.748667,0.50231,0,
Leonard,task1,508.1833,,-0.2743044,1.626282,0.706023,-0.3692555,0.6864148,0.832199,-0.1141752,0.7294151,0.5006644,0,
Leonard,task1,509.2197,,-0.2792662,1.633854,0.6812663,-0.3683155,0.6821837,0.8149169,-0.1024069,0.726135,0.4938641,0,
Leonard,task1,510.2644,,-0.313639,1.627406,0.7152142,-0.3937064,0.6758322,0.8198821,-0.1266363,0.734275,0.4942161,0,
Leonard,task1,511.2786,,-0.3447633,1.516626,0.9838074,-0.5007,0.5850188,0.8403016,-0.1982178,0.7991319,0.536114,0,
Leonard,task1,512.3213,,-0.1799739,1.377055,1.156852,-0.2124893,0.443537,0.9922828,-0.1008857,0.8164266,0.6554958,0,
Leonard,task1,513.3549,,-0.1923589,1.398619,1.138183,-0.2642636,0.4197876,1.0353,-0.1689215,0.7966334,0.6777629,0,
Leonard,task1,514.385,,-0.2198522,1.543513,0.8797147,-0.3638365,0.5761967,0.9988893,-0.1540076,0.7835419,0.6965349,0,
Leonard,task1,515.4001,,-0.3135957,1.63931,0.7767177,-0.4014869,0.6685759,0.9440506,-0.1448738,0.7359438,0.5911582,0,
Leonard,task1,516.4301,,-0.2604628,1.614935,0.6342372,-0.369024,0.657718,0.8420509,-0.1088882,0.7268466,0.4814555,0,
Leonard,task1,517.4531,,-0.173374,1.590477,0.5161682,-0.3578096,0.7173054,0.8665566,-0.1536942,0.6647949,0.4758325,0,
Leonard,task1,518.47,,-0.02752453,1.472688,0.4108771,-0.3039798,0.8152295,0.8934638,-0.1826591,0.5513518,0.4755498,0,
Leonard,task1,519.4918,,-0.02674101,1.54809,0.7398144,-0.1540329,0.6924811,0.9466597,-0.1758198,0.6975822,0.4371006,0,
Leonard,task1,520.5151,,0.02524634,1.457005,0.8518933,-0.06985116,0.5945086,0.9943356,-0.2693049,0.7475315,0.5807158,0,
Leonard,task1,521.5535,,-0.1958218,1.641376,0.8811468,-0.2384547,0.6919188,1.009664,-0.115853,0.7111582,0.6223319,0,
Leonard,task1,522.5712,,-0.1511657,1.431939,1.156555,-0.2457416,0.4648804,1.020362,-0.1707089,0.7949271,0.5946484,0,
Leonard,task1,523.6069,,-0.1891492,1.404439,1.128071,-0.2772757,0.4261258,0.9912974,-0.1877229,0.7791983,0.577894,0,
Leonard,task1,524.639,,-0.1778342,1.417277,1.040833,-0.2963885,0.4313171,0.9151763,-0.1828042,0.7553006,0.5260696,0,
Leonard,task1,525.653,,-0.1385082,1.456697,0.8480417,-0.2360706,0.5109597,0.9195876,-0.1829219,0.8111328,0.4777953,0,
Leonard,task1,526.6703,,-0.2201353,1.570225,0.766333,-0.3172016,0.6091368,0.9438739,-0.005032241,1.357314,0.587125,0,
Leonard,task1,527.7,,-0.2441987,1.583851,0.9208984,-0.3607225,0.6056927,0.9331917,0.01463193,1.443455,0.9118174,0,
Leonard,task1,528.7193,,-0.03503687,1.626968,0.9290066,-0.2782818,0.722446,1.116155,0.02247894,1.504546,1.097606,0,
Leonard,task1,529.7366,,0.008652901,1.618614,0.9378574,-0.2177024,0.7211282,1.074762,0.02513081,1.508151,1.101765,0,
Leonard,task1,530.7576,,-0.02772751,1.625571,0.947451,-0.212792,0.712395,1.082613,0.04343998,1.507095,1.086266,0,
Leonard,task1,531.7739,,-0.2285542,1.569928,1.042741,-0.2457582,0.6294716,1.139017,0.03194529,1.5159,1.079036,0,
Leonard,task1,532.7908,,-0.227477,1.558209,1.055217,-0.2514345,0.6192951,1.133722,0.03197247,1.51686,1.076014,0,
Leonard,task1,533.8082,,-0.232294,1.557408,1.053674,-0.2534247,0.6153231,1.126691,0.03218985,1.520903,1.076418,0,
Leonard,task1,534.8245,,-0.1357235,1.6281,0.979058,-0.2929054,0.6531901,1.091243,0.1100629,1.485652,0.988296,0,
Leonard,task1,535.8531,,0.149863,1.614871,0.9852014,-0.2567792,0.7572222,1.021998,0.1250578,1.496506,1.135986,0,
Leonard,task1,536.8713,,0.1937302,1.631209,1.04176,-0.16319,0.7624693,1.048403,0.1322588,1.497963,1.201639,0,
Leonard,task1,537.8983,,0.1923149,1.62844,1.05465,-0.1617608,0.7628999,1.053939,0.1350327,1.494423,1.203855,0,
Leonard,task1,538.9251,,0.1902299,1.626892,1.053387,-0.1680453,0.7622297,1.048196,0.1313994,1.49197,1.200113,0,
Leonard,task1,539.9631,,0.1871119,1.626789,1.051817,-0.1731978,0.7604927,1.04364,0.1319867,1.491253,1.200082,0,
Leonard,task1,540.9817,,0.1848369,1.627575,1.059702,-0.1717296,0.7569193,1.047859,0.1258281,1.490537,1.201938,0,
Leonard,task1,541.9941,,0.1843646,1.626908,1.062286,-0.1673103,0.7546951,1.050828,0.1195925,1.490042,1.201661,0,
Leonard,task1,543.0117,,0.1778142,1.624688,1.060995,-0.1705728,0.7539397,1.049094,0.1163876,1.49273,1.199023,0,
Leonard,task1,544.0275,,0.1774996,1.623414,1.069427,-0.167091,0.7523562,1.051382,0.1150195,1.491466,1.199941,0,
Leonard,task1,545.0559,,0.1798007,1.62156,1.080411,-0.1627188,0.7514104,1.05731,0.1158499,1.492682,1.202543,0,
Leonard,task1,546.0729,,0.1782411,1.621221,1.078107,-0.1634489,0.7498444,1.059152,0.1178415,1.495492,1.197748,0,
Leonard,task1,547.0892,,0.1695735,1.623002,1.073325,-0.1668578,0.7485341,1.058005,0.1149786,1.495234,1.192627,0,
Leonard,task1,548.1061,,0.1660069,1.623593,1.071569,-0.1693685,0.7472594,1.057593,0.1151187,1.494765,1.191794,0,
Leonard,task1,549.1215,,0.1675671,1.623418,1.074448,-0.1658375,0.7464432,1.059127,0.1206403,1.494053,1.193851,0,
Leonard,task1,550.177,,-0.1689609,1.610166,0.9836571,-0.1576645,0.711399,1.288373,0.08812869,1.500493,1.140783,0,
Leonard,task1,551.1888,,-0.08087488,1.629858,0.9929179,-0.1591887,0.8961083,1.383412,0.08820021,1.500707,1.087604,0,
Leonard,task1,552.2067,,-0.2196013,1.563637,1.166942,-0.09994403,0.7932084,1.311557,0.04847366,1.47595,1.064667,0,
Leonard,task1,553.222,,-0.2167903,1.466531,1.238137,-0.1156901,0.6911312,1.293611,-0.005644619,1.534941,1.11332,0,
Leonard,task1,554.2448,,-0.2259554,1.471019,1.227455,-0.1276682,0.7008741,1.320179,-0.008707047,1.536069,1.124686,0,
Leonard,task1,555.2675,,-0.2215104,1.476559,1.218736,-0.1285272,0.7033951,1.313782,-0.006855249,1.531647,1.122316,0,
Leonard,task1,556.2874,,-0.2311512,1.48024,1.214303,-0.1368547,0.7087965,1.317398,-0.008293629,1.528461,1.117439,0,
Leonard,task1,557.304,,-0.2245323,1.497235,1.187636,-0.1422564,0.7097229,1.308033,0.003521264,1.5272,1.096128,0,
Leonard,task1,558.319,,-0.2413018,1.466299,1.18798,-0.1028396,0.7057736,1.309665,0.009319901,1.521885,1.089126,0,
Leonard,task1,559.3322,,0.01460689,1.607955,0.9675968,-0.09150636,0.8218268,1.304622,0.1893967,1.483876,1.061329,0,
Leonard,task1,560.3532,,0.1633304,1.630383,1.039389,-0.1675677,0.8712667,1.230735,0.1410426,1.486833,1.214331,0,
Leonard,task1,561.3744,,0.1691961,1.636461,1.042041,-0.08921391,0.8741263,1.254805,0.1417962,1.487903,1.213397,0,
Leonard,task1,562.3911,,0.1657631,1.634808,1.04545,-0.06876767,0.8658863,1.249452,0.1373775,1.489967,1.211783,0,
Leonard,task1,563.4081,,0.1781291,1.631999,1.054639,-0.05947483,0.8572892,1.239777,0.2094288,1.47375,1.208538,0,
Leonard,task1,564.4237,,0.2364355,1.582664,1.169603,-0.1457386,0.8735279,1.183031,0.2443006,1.30095,1.292328,0,
Leonard,task1,565.4406,,0.2066211,1.612197,1.073728,0.04014522,0.841224,1.18747,0.3846186,1.164091,1.190108,0,
Leonard,task1,566.4571,,-0.0782302,1.652549,0.9285976,-0.3074434,1.11089,1.169284,0.06848538,1.346774,1.10761,0,
Leonard,task1,567.4734,,-0.07982382,1.641777,0.8729283,-0.3316132,1.000013,0.9769972,0.09875894,1.420436,1.099573,0,
Leonard,task1,568.4899,,0.09662169,1.610817,0.886676,-0.06696922,1.13493,0.9973993,0.1756284,1.14899,1.083137,0,
Leonard,task1,569.5063,,0.08114339,1.602831,0.8687599,-0.02824026,1.095637,0.9698198,0.1152751,1.115417,0.9860876,0,
Leonard,task1,570.5222,,0.1392135,1.650036,0.8202176,0.0002745986,0.9409407,0.9305914,0.1656152,1.306573,0.9749767,0,
Leonard,task1,571.5386,,0.1350331,1.664664,0.7870386,0.001912713,0.9172504,0.9173458,0.06604379,1.271288,0.9716188,0,
Leonard,task1,572.5555,,0.1404073,1.664122,0.7838439,-0.01140827,0.9005709,0.8966216,0.1475478,1.344424,0.9450726,0,
Leonard,task1,573.5723,,0.1209736,1.66022,0.7983534,-0.02781904,0.8616886,0.8942279,0.1997146,1.255086,1.018852,0,
Leonard,task1,574.5884,,0.1502804,1.659147,0.8049491,-0.04484051,0.8527515,0.8603013,0.213106,1.207527,1.040625,0,
Leonard,task1,575.6057,,0.1429549,1.657946,0.7963473,-0.03545308,0.8485925,0.8682538,0.1176989,1.172379,1.002842,0,
Leonard,task1,576.6216,,0.0433022,1.657279,0.8541527,-0.1118652,0.8480732,0.9128231,0.146229,1.307843,1.088406,0,
Leonard,task1,577.6371,,-0.1684163,1.66292,0.8702269,-0.3330358,0.8685542,0.9877232,0.03866804,1.167984,1.12018,0,
Leonard,task1,578.6549,,0.1610636,1.631825,1.082874,-0.1163003,0.9314096,1.124714,0.1855123,1.125264,1.298337,0,
Leonard,task1,579.6696,,0.2300321,1.567939,1.231731,-0.08682132,0.9251205,1.11152,0.2032962,1.119496,1.377877,0,
Leonard,task1,580.6882,,0.1886188,1.632874,1.070376,-0.01405084,0.9000163,1.180886,0.1303866,1.480399,1.213386,0,
Leonard,task1,581.705,,0.186944,1.638141,1.058002,-0.01534116,0.8848835,1.168126,0.1257299,1.481793,1.201097,0,
Leonard,task1,582.7197,,0.1850888,1.637659,1.053618,-0.02173793,0.8845749,1.160532,0.1282865,1.481832,1.199731,0,
Leonard,task1,583.7379,,0.1798661,1.636345,1.058618,-0.02586132,0.8789835,1.160385,0.1246452,1.478798,1.194916,0,
Leonard,task1,584.7529,,0.1758345,1.635423,1.056502,-0.02580792,0.8769309,1.156555,0.1250999,1.479287,1.190516,0,
Leonard,task1,585.7684,,0.1793057,1.634307,1.058318,-0.02664274,0.8765562,1.14512,0.1910325,1.457433,1.216335,0,
Leonard,task1,586.7874,,0.09442833,1.657057,0.9447733,-0.06028092,0.9650489,1.094431,0.1627579,1.303215,1.172229,0,
Leonard,task1,587.8019,,-0.04793677,1.647933,0.7381113,-0.2613573,0.9287972,0.7442948,-0.07503453,1.412313,0.9938191,0,
Leonard,task1,588.8195,,-0.1500031,1.636643,0.8512025,-0.2736961,0.9497302,0.6441324,-0.3238972,1.297649,0.8993663,0,
Leonard,task1,589.8351,,-0.2606642,1.647019,0.7441692,-0.4841422,0.9260934,0.6644483,-0.3100042,1.350941,0.9067507,0,
Leonard,task1,590.8519,,-0.1730228,1.65226,0.7498504,-0.4364165,0.911484,0.8063913,-0.04498231,1.413843,0.9680616,0,
Leonard,task1,591.8673,,-0.1108069,1.649746,0.7821124,-0.3437158,0.9139012,0.937022,0.08815503,1.471954,0.9825559,0,
Leonard,task1,592.8841,,-0.1736024,1.65695,0.7264506,-0.3782436,0.9149582,0.8608542,0.03199273,1.452402,0.9029453,0,
Leonard,task1,593.9026,,-0.2253271,1.654994,0.6822339,-0.540157,1.114084,0.8049291,-0.009739041,1.398865,0.8559747,0,
Leonard,task1,594.9199,,-0.07862513,1.66861,0.7548233,-0.312936,1.043091,0.896347,0.1311725,1.306106,0.9702561,0,
Leonard,task1,595.9351,,0.02001219,1.654372,0.8073463,-0.2305947,0.9749645,0.8697713,0.06066823,1.189224,1.014277,0,
Leonard,task1,596.9519,,0.1298977,1.642355,0.8585051,-0.1028547,0.9803807,0.9463951,0.1604246,1.285961,0.9797413,0,
Leonard,task1,597.9672,,0.123267,1.643465,0.836233,-0.09150892,0.9722971,0.9372371,0.1529053,1.255842,1.008097,0,
Leonard,task1,598.9841,,-0.005874361,1.65618,0.7663515,-0.1949073,0.9835817,0.8447846,-0.0002244711,1.250981,0.9812701,0,
Leonard,task1,600.002,,-0.1144982,1.650091,0.7452331,-0.2843977,0.9877914,0.8867127,-0.006083727,1.303085,0.9401293,0,
Leonard,task1,601.0179,,-0.2328917,1.646419,0.6957473,-0.4120088,0.9361359,0.7943104,-0.1764511,1.17972,0.8687236,0,
Leonard,task1,602.0352,,-0.1842798,1.653237,0.7323873,-0.3712726,0.9527444,0.8381343,-0.1024001,1.175593,0.927699,0,
Leonard,task1,603.0497,,-0.125118,1.653357,0.7944456,-0.3638909,0.9439827,0.8660064,-0.04751283,1.18224,0.9801115,0,
Leonard,task1,604.0663,,0.01882198,1.651412,0.8657826,-0.2693358,0.9407586,0.9499294,0.09258264,1.434287,1.013677,0,
Leonard,task1,605.0841,,0.07295831,1.650741,0.9138166,-0.2565586,0.9476258,0.9770461,0.1015994,1.44883,1.118088,0,
Leonard,task1,606.0999,,0.100126,1.644325,0.9353318,-0.2510862,0.9497951,0.9841616,0.0959568,1.449898,1.148253,0,
Leonard,task1,607.1171,,0.08931574,1.642053,0.935235,-0.2601628,0.9469975,0.9842843,0.08768845,1.451252,1.153088,0,
Leonard,task1,608.1334,,0.08790549,1.639782,0.9419907,-0.261404,0.9436045,0.9895201,0.08752942,1.448091,1.156004,0,
Leonard,task1,609.1495,,0.08862121,1.640236,0.9359624,-0.2645762,0.9438622,0.9844037,0.08811527,1.448691,1.151673,0,
Leonard,task1,610.1657,,0.08545533,1.639173,0.9319201,-0.2675004,0.9436761,0.9862581,0.08534598,1.448418,1.147788,0,
Leonard,task1,611.1825,,-0.1189758,1.631366,0.9641713,-0.2010323,0.9023941,1.120634,0.07621717,1.463556,1.106358,0,
Leonard,task1,612.1986,,-0.167549,1.619596,1.228385,-0.002457261,0.950613,1.403692,0.01757443,1.478431,1.087218,0,
Leonard,task1,613.2143,,-0.09277175,1.639332,1.412315,0.1446103,0.9280574,1.486613,-0.046588,1.486969,1.193147,0,
Leonard,task1,614.2304,,-0.03575556,1.649969,1.409121,0.2112423,0.9360623,1.421219,-0.04339373,1.482999,1.186442,0,
Leonard,task1,615.2562,,-0.06677081,1.645361,1.402398,0.1962683,0.9417998,1.414202,-0.0793862,1.472725,1.191253,0,
Leonard,task1,616.2734,,-0.2508336,1.615453,1.328326,0.005096257,0.9043733,1.27421,-0.2117429,1.313374,1.192948,0,
Leonard,task1,617.2891,,-0.1981195,1.604794,1.137736,0.02133524,0.9164174,1.190435,-0.214766,1.274584,1.026829,0,
Leonard,task1,618.3074,,-0.07998466,1.600191,0.9875028,0.05632782,0.9526083,1.165359,-0.07131258,1.263695,0.8687031,0,
Leonard,task1,619.3234,,-0.1592443,1.63113,0.8516872,-0.05855843,0.9527733,1.028883,0.006623745,1.223924,0.8722293,0,
Leonard,task1,620.339,,-0.239101,1.641123,0.8972457,-0.07555902,0.9607975,0.9893759,0.00585556,1.175578,0.7531824,0,
Leonard,task1,621.3564,,-0.2505883,1.64613,0.8839492,-0.08736497,0.9572155,1.027604,-0.002508044,1.182244,0.7476334,0,
Leonard,task1,622.3727,,-0.2547202,1.644041,0.8814496,-0.07877481,0.9598806,1.026034,-0.0366047,1.245895,0.7620448,0,
Leonard,task1,623.3881,,-0.2251423,1.639825,0.8599982,-0.07711715,0.9447148,1.028915,-0.03720349,1.215328,0.826071,0,
Leonard,task1,624.4051,,-0.121505,1.653964,0.9812196,-0.006556988,0.9449631,1.170165,0.06668174,1.274462,0.9796848,0,
Leonard,task1,625.4209,,0.1219164,1.641219,1.032023,-0.02329588,0.9489527,1.214674,0.2273003,1.262075,1.138762,0,
Leonard,task1,626.4395,,0.1224955,1.666144,1.043983,-0.09144852,0.9719312,1.23048,0.1566672,1.443553,1.172592,0,
Leonard,task1,627.4541,,0.1646091,1.658354,1.025015,0.03162384,0.9351081,1.146427,0.3030007,1.194185,1.133095,0,
Leonard,task1,628.4711,,0.005196329,1.689113,0.8026808,-0.1246856,0.9248077,0.9914302,0.1269193,1.258375,1.002646,0,
Leonard,task1,629.4872,,-0.004019866,1.681643,0.7358905,-0.1684323,0.9308869,0.9241574,0.04075348,1.310746,0.9242454,0,
Leonard,task1,630.5031,,0.03658965,1.677035,0.758176,-0.1582611,0.9429014,0.9435508,0.06882322,1.316491,0.9520736,0,
Leonard,task1,631.5202,,0.03923485,1.671596,0.780246,-0.1475613,0.9361423,0.9559078,0.07433844,1.310849,0.9614568,0,
Leonard,task1,632.5361,,0.03555212,1.669145,0.7819713,-0.1368093,0.9574813,0.9616553,0.07822645,1.312783,0.9568558,0,
Leonard,task1,633.5527,,0.03489131,1.667372,0.7839226,-0.1278355,0.9362003,0.9510902,0.09499002,1.331205,0.9409552,0,
Leonard,task1,634.5708,,-0.02439339,1.668126,0.7628992,-0.136435,0.918014,0.9309692,0.1484329,1.170262,1.012631,0,
Leonard,task1,635.5857,,-0.0211093,1.653617,0.7729365,-0.1601165,0.9224101,0.9226455,0.1226476,1.199803,0.9942244,0,
Leonard,task1,636.6016,,-0.1115229,1.641569,0.7602766,-0.2095298,0.9043311,0.8897251,0.06343222,1.177501,0.9550427,0,
Leonard,task1,637.6179,,0.08281367,1.656902,0.9408644,-0.1378106,0.9180201,1.034836,0.1447291,1.172642,1.120838,0,
Leonard,task1,638.6342,,0.1205915,1.653306,1.056952,-0.143041,0.9400787,1.139124,0.1413298,1.384345,1.192131,0,
Leonard,task1,639.6509,,0.1842973,1.635182,1.170827,-0.06674445,0.9353957,1.130583,0.1130099,1.408371,1.276968,0,
Leonard,task1,640.668,,0.2268185,1.647514,1.188746,-0.04192418,0.9348514,1.126621,0.09258229,1.499448,1.262139,0,
Leonard,task1,641.6851,,0.2289807,1.647553,1.241279,-0.03960669,0.9354583,1.081881,0.09428763,1.485521,1.259012,0,
Leonard,task1,642.7011,,0.2194317,1.643699,1.259178,-0.04266292,0.932366,1.092843,0.09082121,1.482712,1.255551,0,
Leonard,task1,643.717,,0.218162,1.640491,1.259882,-0.04326034,0.9303589,1.093593,0.09940189,1.483806,1.257604,0,
Leonard,task1,644.7331,,0.2177467,1.638264,1.260001,-0.04638106,0.9310389,1.088924,0.09549981,1.485317,1.254703,0,
